###INFO###
###INFO###			Ä --> \
###INFO###			Ö --> |
###INFO###			Ü --> @
###INFO###			ä --> ^
###INFO###			ö --> `
###INFO###			ü --> _
###INFO###			ß --> ;
###INFO###
###INFO###			\n --> Absatz
###INFO###

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Basic dialog strings																																													###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

dialog_new															Neu
codex_twitter														Twitter
codex_extras														Extras

codex_new															Erstelle ein neues Gef^ngnis
codex_new_worldsize													Kartengr`;e
codex_new_small														Klein
codex_new_medium													Mittel
codex_new_large														Gro;

codex_options_graphics												Grafik
codex_options_resolution											Aufl`sung
codex_options_resolutionauto										Automatische Aufl`sung
codex_options_windowed												Fenstermodus
codex_options_filtering												Filter
codex_options_nofiltering											Aus
codex_options_multisampled											Multisampled
codex_options_supersampled											Supersampled

codex_options_audio													Audio
codex_options_volume												Gesamtlautst^rke
codex_options_frequency												Frequenz mischen
codex_options_swapstero												Stereo tauschen
codex_options_dspenabled											DSP aktivieren
codex_options_11khz													11025 Hz
codex_options_22khz													22050 Hz
codex_options_44khz													44100 Hz

codex_options_gameplay												Spiel
codex_options_autosave												Automatisch Speichern nach
codex_options_renderrooms											Room Checkerbox
codex_options_apply													Anwenden

codex_enabled														Aktiviert
codex_disabled														Deaktiviert

codex_option_intake													Anhaltende Einlieferung
codex_tooltip_intake												Falls du dies aktivierst, wirst du jeden Tag eine zuf^llige Anzahl an neuen Gefangenen erhalten. Bei Deaktivierung kannst du im Spiel entscheiden, wann du f_r Gefangene bereit bist und wann nicht.
codex_option_fogofwar												Nebel
codex_tooltip_fogofwar												Du wirst die Sicht in das innere deiner Geb^ude verlieren, falls sich dort keine Wache oder @berwachungskamera befindet.
codex_option_lakes													Seen
codex_tooltip_lakes													Auf deinem Gel^nde werden zuf^llig Seen generiert.
codex_option_forests												W^lder
codex_tooltip_forests												Auf deinem Gel^nde werden gr`;ere Baumgruppen generiert.
codex_option_buildings												Ruinen
codex_tooltip_buildings												Erzeugt zuf^llig generierte Reste von Geb^uden auf deinem Gel^nde.

codex_option_funds													Startkapital
codex_tooltip_funds													Mit diesem Betrag wirst du mit deinem neuen Gef^ngnis starten.\n\nNb. Verkaufe dein laufendes Gef^gnis, um mehr Startkapital zur Verf_gung zu haben.

codex_transfer														@berf_hren
codex_transferring													Wird _berf_hrt
codex_in_prison														Aktuell inhaftiert

codex_workshop_current												Aktuelles Gef^ngnis
codex_workshop_publish												Ver`ffentlichen
codex_workshop_update												Aktualisiere Prison Architect
codex_workshop_play													Spielen
codex_workshop_downloading											Wird heruntergeladen...
codex_workshop_download_failed										Herunterladen fehlgeschlagen
codex_workshop_publishing											Ver`ffentliche...
codex_workshop_new													NEU
codex_workshop_title												Titel
codex_workshop_desc													Beschreibung
codex_workshop_view_in_workshop										Im Steam Workshop anzeigen
codex_workshop_heading_pubed										Deine ver`ffentlichten Gef^ngnisse
codex_workshop_heading_subed										Abonnierte Gef^ngnisse
codex_workshop_published_by											Ver`ffentlicht von *P
codex_workshop_published_by_you										Ver`ffentlicht von dir
codex_workshop_published_good										Gef^ngnis ver`ffentlicht
codex_workshop_published_good_msg									Dein Gef^ngnis wurde erfolgreich ver`ffentlicht.
codex_workshop_published_bad										Ver`ffentlichung des Gef^ngnisses fehlgeschlagen
codex_workshop_published_bad_msg									Die Ver`ffentlichung deines Gef^ngnisses schlug fehl.
codex_workshop_published_bad_msg_new								Dein neues Gef^ngnis konnte nicht ver`ffentlicht werden. Versuche es bitte erneut.
codex_workshop_busy													Steam ist gerade leider ausgelastet. Bitte warte, bis Steam wieder bereit ist.
codex_workshop_file_exists											Du hast bereits ein Gef^ngnis mit diesem Namen ver`ffentlicht. Bitte nutze einen anderen Namen.
codex_workshop_generic_fail											Ver`ffentlichung deines Gef^ngnisses fehlgeschlagen. Versuche es bitte noch einmal.
codex_workshop_download_bad											Herunterladen des Gef^ngnisses fehlgeschlagen.
codex_workshop_pa_workshop											Workshop
codex_workshop_agreement											Durch die Ver`ffentlichung dieses Objektes stimmst du den [url=http://steamcommunity.com/sharedfiles/workshoplegalagreement]AGB des Workshops[/url] zu.

codex_options_timelapse												Zeitraffer
codex_timelapse_record												Zeitrafferaufnahme starten
codex_timelapse_stop												Zeitrafferaufnahme stoppen
codex_timelapse_camera												Kamera-Modus
codex_timelapse_resolution											Aufl`sung
codex_timelapse_customresw											Eigene Aufl`sung: Breite
codex_timelapse_customresh											Eigene Aufl`sung: H`he
codex_timelapse_resolution											Aufl`sung
codex_timelapse_fps													Abspielrate
codex_timelapse_interval											Bilderfassungsintervall
codex_timelapse_quality												Qualit^t
codex_timelapse_unsupported											Diese Funktion steht aufgrund deiner Hardware nicht zur Verf_gung.
codex_timelapse_savesettings										Anwenden

codex_performance_running											Leistungstest l^uft
codex_performance_time												Zeit _brig: *Ts
codex_performance_current											Current Frame Time: *Tms
codex_performance_min												Min Frame Time: *Tms
codex_performance_avg												Average Frame Time: *Tms
codex_performance_max												Max Frame Time: *Tms

codex_last_modified													Zuletzt bearbeitet: *T
codex_sortbydesc													Nach Datum sortieren
codex_sortname														Name
codex_sortdate														Datum
codex_apply															@bernehmen

codex_mods															Mods
codex_mod_activetitle												Aktive Mods
codex_mod_inactivetitle												Verf_gbare Mods
codex_mod_deactivate												Deaktiviere Mods
codex_mod_wiki														Lade mehr Mods herunter [WIKI]
codex_mod_openmodsfolder											Mod-Ordner `ffnen
codex_authortitle													Autor
codex_versiontitle													Version
codex_datetitle														Datum
codex_urltitle														URL
codex_typetitle														Typ
codex_mod_presentation												Gestaltung
codex_mod_translation												@bersetzung
codex_mod_scenario													Szenario
codex_mod_content													Inhalt
codex_mod_load_scenario												Spiele das Szenario
codex_publishmod													Ver`ffentliche diese Mod
codex_mod_update													Mod aktuallisieren
codex_mod_published_good											Mod ver`ffentlicht
codex_mod_published_good_msg										Deine Mod wurde erfolgreich ver`ffentlicht.
codex_mod_published_bad												Fehler bei der Ver`ffentlichung
codex_mod_published_bad_msg											Deine Mod konnte nicht ver`ffentlicht werden.
codex_mod_modsupdated												Mods aktuallisiert
codex_mod_modsupdated_msg											Einge deiner aktiven Mods wurden aktuallisiert. Klicke "OK" um die \nderungen zu _bernehmen. Dein Spielstand wird automatisch gespeichert.

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Graphics Change Confirmation																																											###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

graphicschange_message												M`chtest du die neuen Grafikoptionen _bernehmen? Die \nderungen werden zur_ckgenommen in
graphicschange_time													Sekunden...
graphicschange_accept												@bernehmen
graphicschange_revert												Nicht @bernehmen

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Biography																																																###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

biography_search													Stoppen und suchen
biography_selected													AUSGEW\HLT

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Rap Sheet																																																###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

rapsheet_age														Alter:
rapsheet_category													Kategorie:
rapsheet_traits														Bekannte Charaktereigenschaften:
rapsheet_conviction_text											*C - *Y Jahre
rapsheet_found_text													(Pl^doyer: *P)
rapsheet_convictions												Urteil
rapsheet_misconductstitle											K_rzliches Fehlverhalten
rapsheet_biography													Biografie
rapsheet_guilty														Schuldig
rapsheet_notguilty													Unschuldig
rapsheet_served														Abgesessen
rapsheet_served_time												Abgesessen: *Y Jahr
rapsheet_time														*Y Jahre
rapsheet_bio														Verurteilt zu *Y Jahre Haft f_r *A.
rapsheet_bio_med													Verurteilt zu *Y Jahre Haft f_r mehrfache Verbrechen, einschlie;lich *A, und *B.
rapsheet_bio_long													Verurteilt zu *Y Jahre f_r mehrfache Verbrechen, einschlie;lich *A, *B, und *C.

rapsheet_category_minsec											Niedrige Gefahrenstufe
rapsheet_category_normal											Normale Gefahrenstufe
rapsheet_category_maxsec											Hohe Gefahrenstufe

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Misconducts																																																###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

misconduct_reporttype_none											Keine
misconduct_reporttype_complaint										Beschwerde
misconduct_reporttype_destruction									Zerst`rung
misconduct_reporttype_escapeattempt									Fluchtversuch
misconduct_reporttype_injuredprisoner								Gefangenen angegriffen
misconduct_reporttype_injuredstaff									Personal angegriffen
misconduct_reporttype_seriousinjury									Ernsthafte Verletzung
misconduct_reporttype_murder										Mord
misconduct_reporttype_contrabandweapons								Waffenbesitz
misconduct_reporttype_contrabandtools								Werkzeugbesitz
misconduct_reporttype_contrabandnarcotics							Drogenbesitz
misconduct_reporttype_contrabandluxuries							Luxusg_terbesitz

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Research Names + Captions																																												###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

research_required													Folgendes Personal wird ben`tigt um diese Seite zu nutzen: *X
research_requireunlock												Du musst "*X" erforschen, um diese Seite zu nutzen

researchtooltip_warden												Schaltet das Verwaltungssystem durch das Einstellen von Vater Winter frei. Wie alle Verwalter braucht er ein B_ro um arbeiten zu k`nnen.
researchtooltip_security											Schaltet den Sicherheitschef frei. Er wird dir stets einen Bericht zur aktuellen Gefahrenstufe in deinem Gef^ngnis liefern. Recht praktisch, um \rger Im Voraus zu ahnen.
researchtooltip_maintainance										Schaltet den Vorarbeiter frei.
researchtooltip_legal												[Dient aktuell keinem Nutzen]\nSchaltet den Anwalt frei.
researchtooltip_deployment											L^sst dich deine Wachen in R^umen stationieren.
researchtooltip_patrols												Du kannst nun Routen f_r Patrouillen erstellen und einzelnen oder mehreren Wachen zuweisen.
researchtooltip_cctv												Schaltet die M`glichkeit frei, mit Kameras und den entsprechenden Monitoren, Teile deines Gef^ngnisses unter Beobachtung von @berwachungskameras zu stellen, falls Wachen Mangelware sind. Zudem schaltet es das Sicherheitsb_ro frei, welches aktuell absolut keine Funktion hat.
researchtooltip_riotguards											Schaltet die Bereitschaftspolizei frei, welche bei Aufst^nden, um einiges effektiver und durchsetzungsst^rker ist.
researchtooltip_clone												Erm`glicht es dir kleine Gebiete in deinem Gef^ngnis exakt zu kopieren. W^hle eine Zone mit gehaltener rechter Maustaste aus und klicke dann mit der linken Maustaste um eine Kopie in Auftrag zu geben.
researchtooltip_groundskeeping										Schaltet G^rtner frei. Diese werden deine Au;enbereiche sauber halten.
researchtooltip_cleaning											Schaltet Hausmeister frei. Sie reinigen alle Innenbereiche deines Gef^ngnisses.
researchtooltip_health												Schaltet \rtze frei, zusammen mit der Krankenstation und der Leichenhalle. Sowohl verletzte Gefangene als auch verletztes Personal werden auf die Krankenstation gebracht um vom Arzt wieder aufgep^ppelt zu werden.
researchtooltip_MentalHealth										Schaltet Psychologen frei, welcher dir jederzeit einen wertvollen Einblick in die Psyche der Gefangenen erlaubt.
researchtooltip_finance												Schaltet die Buchhalterin frei, welche dir Zugang zu ausf_hrlichen Finanzberichten gibt. \n\nEbenso erlaubt sie dir mehr Geld pro Tag auszugeben, als du mit deinem Einkommen einnehmen w_rdest.
researchtooltip_landexpansion										Autorisiert dich weiteres Land zu kaufen, damit du dein Gef^ngnis vergr`;ern kannst.
researchtooltip_ReducePenalty1										[Dient aktuell keinem Nutzen]
researchtooltip_ReducePenalty2										[Dient aktuell keinem Nutzen]
researchtooltip_ReducePenalty3										[Dient aktuell keinem Nutzen]
researchtooltip_ReducePenalty4										[Dient aktuell keinem Nutzen]
researchtooltip_ReducePenalty5										[Dient aktuell keinem Nutzen]
researchtooltip_prisonlabour										Erlaubt dir deine nichtsnutzigen Gefangenen zur Arbeit zu verdonnern. Darunter z^hlt Kochen, Putzen, W^sche waschen, sowie Nummernschilder und Planken fertigen. Du sparst also Personal und die Nummernschilder sowie die Planken werden t^glich verkauft. \nSchaltet ebenso die Werkstatt und die W^scherei frei.
researchtooltip_contraband											Du trainierst deine Wachen damit ihnen Schmuggelware besser auff^llt. Schaltet den Angebot und Nachfrage-Bericht frei und eine @bersicht _ber R^ume in denen Ware gestohlen werden kann. Zudem werden die Routen der konfiszierten Gegenst^nde angezeigt.
researchtooltip_policy												Gibt dir die M`glichkeit, Strafen, f_r das Fehlverhalten von Gefangenen, individuell zu verh^ngen oder mit Durchsuchungen zu verbinden. Eine @bersicht findest du auf deinem Klemmbrett unter "Regelwerk".
researchtooltip_dogs												Durch diese Freischaltung bekommst du die M`glichkeit Wachhunde mit zugeh`rigen Hundef_hrern einzustellen. Wachhunde k`nnen manche Gegenst^nde, die Gefangene unerlaubt bei sich tragen, erschn_ffeln, was sie mit einem Bellen quittieren. Wenn Hunde an einer Stelle am Boden scharren ist das ein Hinweis, dass ein Fluchttunnel in der N^he sein k`nnte.

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Room Requirements																																														###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

roomrequirement_required											Erforderlich:
roomrequirement_recommended											Empfohlen:
roomrequirement_minimumsize											Minimale Gr`;e *W x *H
roomrequirement_indoor												Innenliegend
roomrequirement_solidground											Solider Boden
roomrequirement_secure												Gesichert (minimal eine T_r)
roomrequirement_enclosed											Geschlossen (Muss von W^nden und T_ren umrandet sein)
requirement_entrance												Ben`tigt Eingang

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Unlocks																																																	###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

unlock_title														Freigeschaltet

unlock_special_electricity											Elektische Systeme
unlock_special_food													Essenvorbereitung
unlock_special_officersafety										W^chter-Sicherheit
unlock_special_misbehavior											Fehlverhalten
unlock_special_accounting											Bilanzierung
unlock_special_gangs												Banden

unlock_electricity_caption											Erlaubt die Installation von Generatoren und elektrischen Kabeln, welche Elektrizit^t f_r alle Objekte bereitstellt.

###INFO### =============================================================================================================================================================================================================== 	###INFO###
###INFO### 			Advisers																																																###INFO###
###INFO### =============================================================================================================================================================================================================== 	###INFO###

click_to_continue													Klicke um fortzufahren...
incoming_call														Eingehender Anruf...

adviser_name_none													Keiner
adviser_name_ceo													Der CEO
adviser_name_warden													Vater Winter
adviser_name_governer												Der Gouverneur
adviser_name_chief													Der Sicherheitschef
adviser_name_doctor													Der Arzt
adviser_name_kingpin												Der KingPin
adviser_name_edwardshooter											Edward
adviser_name_edwardsinner											Edward
adviser_name_edwardinmate											Edward
adviser_name_edwardswife											Edward's Frau Susan
adviser_name_priest													Der Pfarrer

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Valuation, Reports etc																																													###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

report_staff														Personal
report_prisoners													Gefangene
report_jobs															Aufgaben
report_needs														Bed_rfnisse
report_threats														Gef^hrdung
report_regime														Tagesplanung
report_policy														Regelwerk
report_grants														Subventionen
report_finance														Finanzen
report_valuation													Gef^ngniswert
report_contraband													Schmuggel

report_staff_title													Personal *X
report_staff_group_builders											Schneemann
report_staff_group_guards											Wachen
report_staff_group_staff											Personal
report_staff_group_administrators									Verwalter
report_staff_group_prisoners										Gefangene
report_staff_group_prisoners_high									Hohes Risiko
report_staff_group_prisoners_normal									Normales Risiko
report_staff_group_prisoners_low									Niedriges Risiko

valuation_categoryprison											Gef^ngniswert
valuation_construction												Steine und M`rtel
valuation_objects													Installierte Gegenst^nde
valuation_stock														Vorrat und Materialien
valuation_boxedobjects												Eingelagerte Gegenst^nde
valuation_staff														Personal
valuation_capacity													Gef^ngniskapazit^t
valuation_cash														Bargeld
valuation_categoryperformance										Sicherheit
valuation_bonustimewithoutincident									[Bonus] Stunden ohne Vorf^lle
valuation_fineviolence												[Strafe] Ernsthafte Verletzungen
valuation_finemurder												[Strafe] Ungel`ste Morde
valuation_fineescape												[Strafe] Geflohene Gefangene
valuation_total														GESAMT
valuation_sell														VERKAUFEN
valuation_sell_tooltip												Wenn du dein Gef^ngnis verkaufst kannst du ein neues Gef^ngnis bauen. Der Wert des aktuellen Gef^gnisses wird dir zur Verf_gung gestellt um es auf der neuen Karte auszugeben.\nDu wirst das alte Gef^ngnis zwar weiter spielen k`nnen, aber du kannst jedes Gef^gnis nur einmal verkaufen. Jeder Profit wird auf dein neues Gef^gnis _bertragen.
valuation_sold														Dieses Gef^ngnis wurde f_r *X verkauft
valuation_donotown													Du kannst kein Gef^ngnis verkaufen, dass dir nicht geh`rt

salecondition_title													VERKAUFSAUFLAGEN
salecondition_cannotsell											Du kannst dein Gef^ngnis nicht verkaufen, solange folgende Bedingungen nicht erf_llt sind:
salecondition_minimumvalue											Minimaler Verkaufswert ` $50,000
salecondition_cashflow												Kein t^glicher Verlust
salecondition_accountant											Buchhalterin eingestellt
salecondition_minprisoners											Mindestens 20 Gefangen im Gef^ngnis

policy_title														ZWISCHENFALL
policy_search														- DURCHSUCHEN -
policy_prisoner														IHN
policy_cell															ZELLE
policy_punishment													STRAFE
policy_quantity														ZEIT

job_construct														Errichtet *X
job_installobject													Installiert *X
job_installobjectinroom												Installiert *X in *Y
job_moveobject														Bewegt *X	
job_moveobjecttoroom												Bewegt *X nach *Y
job_loadobjectinto													L^dt *X in *Y
job_storeobject														Lagert *X in *Y
job_dismantleobject													Demontiert *X
job_dumpobject														Wirft *X weg
job_repairobject													Repariert *X
job_operateequipment												Bedient *X
job_escortprisoner													Eskoriert Gefangenen zu *X
job_punishprisoner													Bestraft Gefangenen
job_searchobject													Durchsucht *X 
job_searchentity													Gefangenen durchsuchen
job_searchingentity													Durchsucht Gefangenen
job_searchcell														Zelle durchsuchen
job_searchcellblock													Zellenblock durchsuchen
job_improvecellindoor												S^ubert Innenbereich
job_improvecelloutdoor												S^ubert Au;enbereich
job_opendoor														|ffnet abgeschlossene T_r
       
finances_title														Finanzen
finances_income														Einkommen
finances_expenses													Ausgaben
finances_total														Gesamt
finances_profit														Umsatz

meal_quantity														Essensqualit^t
meal_variety														Essensvariation
meal_cost															Kosten pro Gefangenen

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Needs - Actions - Bio etc																																												###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

action_poo															Kackt
action_wee															Pinkelt
action_wash															Duscht
action_relax														Entspannt
action_sleep														Schl^ft
action_nap															Schlummert
action_getmeal														Holt Essen
action_sit															Sitzt
action_exercise														Trainiert
action_liftweights													Hebt Gewichte
action_phonehome													Telefoniert
action_watchtv														Sieht Fernsehen
action_playpool														Spielt Billard
action_stealknife													Verh^lt sich auff^llig
action_stealspoon													Verh^lt sich auff^llig
action_urinate														Pinkelt
action_soilsuit														Verschmutzt Anzug
action_eat															Isst
action_complain														Beschweren sich
action_work															Arbeitet
action_visitation													Besucht

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Nameplate status																																														###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

nameplate_working													Arbeitet
nameplate_stationed													Stationiert
nameplate_patrolling												Patroulliert
nameplate_resting													Ruhend
nameplate_tired														Ersch`pft
nameplate_injured													Verletzt
nameplate_unconscious												Bewusstlos
nameplate_dead														TOT
nameplate_released													ENTLASSEN
nameplate_researching												Freischaltend

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Status Effects																																															###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

status_effect_title													=[Zustand]=
status_effect_none													Keine
status_effect_suppressed											Unterdr_ckt
status_effect_goodfood												Gut gegesen
status_effect_drunk													Betrunken
status_effect_uppers												Aufgeputscht
status_effect_downers												Beruhigt
status_effect_withdrawl												Auf Entzug

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Objectives, Grants																																														###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

objective_feedallprisoners											Alle Gefangenen speisen
objective_caption_prisoners											Gefangene
objective_caption_meals												Mahlzeiten
objective_readceosletter											Lies den Brief des CEOs
objective_actionrequired											Vorf^lle

objective_prisonerintake											Neuaufnahme von Gefangenen
objective_intake_arrivals											*X Gefangene kommen in:
objective_intake_closed												Du hast das Gef^ngnis f_r neue
objective_intake_closed2											Insassen geschlossen
objective_intake_specials											Spezielle Verlegungen:

objective_outgoing													Baldige Entlassungen:
objective_outgoing_count											*X Gefangene werden bald entlassen

objective_visitors													Besucher (08:00 Uhr bis 20:00 Uhr)
objective_visitors_waiting											*X Familien warten auf Besuch
objective_visitors_onsite											*X Besucher in *Y Gruppen zugegen

objective_staffexhausted											Personal ersch`pft
objective_reststaff_exhausted										*X Personalmitglieder sind ersch`pft.
objective_reststaff_resting											(*X ruhen sich aus)
objective_reststaff_needstaffroom									Baue einen Personalraum, damit sie sich ausruhen k`nnen.

objective_grant_bootstraps											Vertrag: Grundlegende Haftanstalt
objective_grant_bootstraps_description								Verwandel ein leeres Feld zu einem funktionsf^higem Gef^ngnis. Dieser staatlicher Vertrag gibt dir genug Gelder um ein grundlegendes Gef^ngnis f_r deine ersten Gefangenen zu bauen.
objective_grant_bootstraps_holdingcell								Baue eine @bergangszelle
objective_grant_bootstraps_shower									Baue einen Duschraum
objective_grant_bootstraps_yard										Baue einen Hof
objective_grant_bootstraps_kitchen									Baue eine K_che
objective_grant_bootstraps_canteen									Baue eine Kantine
objective_grant_bootstraps_guard									Stelle mindestens zwei Wachen ein
objective_grant_bootstraps_chef										Stelle mindestens zwei K`che ein

objective_grant_administration										Vertrag: Verwaltung
objective_grant_administration_description							Jedes Gef^ngnis braucht eine funktionst_chtige Gef^ngnisleitung um sicherzustellen, dass das Gef^ngnis problemlos l^uft und finanzierbar bleibt. Dieser Vertrag stellt genug Geld f_r Vater Winter, eine Buchhalterin und zwei B_ros zur Verf_gung.
objective_grant_administration_offices								Baue zwei B_ros
objective_grant_administration_warden								Stelle Vater Winter ein
objective_grant_administration_accountant_research					Schalte "Buchhaltung" _ber das Forschungsmenu frei
objective_grant_administration_accountant							Stelle eine Buchhalterin ein

objective_grant_firstcellblock										Vertrag: Zellenblock A
objective_grant_firstcellblock_description							Das Grundgerüst sind errichtet und l^uft. Es ist nun Zeit, um deinen ersten Zellenblock zu bauen und die bereits eingelieferten Gefangenen darin einzuquatieren.
objective_grant_firstcellblock_cells								Erh`he deine Gefangenenkapazit^t auf 15

objective_grant_health												Subvention: Psychisches und physisches Wohlergehen
objective_grant_health_description									Sowohl die psychische als auch die physische Gesundheit der Gefangenen ist sehr wichtig f_r uns. Diese Subvention gibt dir genug Geld um beides durch Psychologen und \rtze zu unterst_tzen.
objective_grant_health_ward											Baue eine Krankenstation
objective_grant_health_doctors										Stelle mindestens zwei \rzte ein
objective_grant_health_psychologist									Stelle ein Psychologen ein (Ben`tigt ein B_ro)

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Materials																																																###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

object_none															Keins
object_box															Box
object_stack														Stapel
object_bed															Bett
object_toilet														Toilette
object_table														Tisch
object_chair														Stuhl
object_bench														Bank
object_electricchair												Elektrischer Stuhl
object_jaildoor														Gef^ngnist_r
object_jaildoorlarge												Gro;e Gef^ngnist_r
object_door															T_r
object_solitarydoor													Schwere Gef^ngnist_r
object_staffdoor													Personalt_r
object_roadgate														Stra;entor
object_jailbars														Gitterst^be
object_window														Fenster
object_windowlarge													Gro;es Fenster
object_tree															Baum
object_light														Lampe
object_cooker														Herd
object_fridge														K_hltruhe
object_bin															Abfalleimer
object_sink															Sp_lbecken
object_servingtable													Serviertisch
object_showerhead													Duschkopf
object_brick														Ziegelstein
object_concrete														Beton
object_steel														Stahl
object_ingredients													Zutaten
object_ingredientscooking											Zutaten (Kochend)
object_ingredientscooked											Zutaten (Gekocht)
object_meal															Mahlzeit
object_foodtray														Tablett
object_foodtraydirty												Tablett (Dreckig)
object_grassturf													Rollrasen
object_prisoneruniform												Gefangenenuniform
object_dirtyprisoneruniform											Gefangenenuniform (Dreckig)
object_crumpledprisoneruniform										Gefangenenuniform (Zerknittert)
object_bleach														Bleichmittel
object_sheetmetal													Blech
object_licenseplateblank											Nummernschild (Vordruck)
object_licenseplate													Nummernschild
object_log															Holzstamm
object_wood															Holz
object_workman														Schneemann
object_guard														Wache
object_riotguard													Bereitschaftspolizist
object_prisoner														Gefangener
object_doctor														Arzt
object_paramedic													Rettungssanit^ter
object_cook															Koch
object_gardener														G^rtner
object_janitor														Hausmeister
object_fireman														Feuerwehrmann
object_avatar														Avatar
object_actor														Schauspieler
object_visitor														Besucher
object_doghandler													Hundef_hrer
object_dog															Wachhund
object_dogcrate														Hundebox
object_warden														Vater Winter
object_chief														Sicherheitschef
object_foreman														Vorarbeiter
object_psychologist													Psychologe
object_accountant													Buchhalterin
object_lawyer														Anwalt
object_supplytruck													Lieferwagen
object_fireengine													Feuerwehrwagen
object_riotvan														Einsatzwagen
object_ambulance													Krankenwagen
object_hearse														Leichenwagen
object_fire															Feuer
object_garbage														Abfall
object_rubble														Ger`ll
object_bookshelf													B_cherregal
object_officedesk													Schreibtisch
object_filingcabinet												Aktenschrank
object_medicalbed													Krankenbett
object_morgueslab													Leichenbahre
object_equipment													Ausr_stung
object_prop															Prop
object_dummy														Attrappe
object_powerstation													Generator
object_capacitor													Kondensator
object_electricalcable												Kabel
object_powerswitch													Netzschalter
object_waterpumpstation												Pumpwerk
object_pipevalve													Absperrventil
object_pipelarge													Gro;es Rohr
object_pipesmall													Kleines Rohr
object_drain														Abfluss
object_sprinkler													Sprinkler
object_metaldetector												Metalldetektor
object_weightsbench													Gewichtsbank
object_phonebooth													Telefonzelle
object_tv															Fernseher
object_largetv														Gro;er Fernseher
object_pooltable													Billardtisch
object_polaroid														Polaroid
object_cctv															Kamera
object_cctvmonitor													Monitor
object_laundrymachine												Waschmaschiene
object_laundrybasket												W^schekorb
object_ironingboard													B_gelbrett
object_visitortable													Besuchertisch
object_workshopsaw													Tischs^ge
object_workshoppress												Hydraulikpresse
object_carpentertable												Zimmermannstisch
object_boombox														Boombox
object_guardlocker													W^chter-Schlie;fach
object_sofachairsingle												Sofa
object_sofachairdouble												Breites Sofa
object_drinkmachine													Getr^nkeautomat
object_arcadecabinet												Spielautomat
object_radio														Radio
object_bookshelflarge												Gro;es B_cherregal
object_weaponrackshotguns											Waffenst^nder (Schrotflinten)
object_weaponrackrifles												Waffenst^nder (Gewehre)
object_treestump													Baumstumpf
object_dismantleobject												Abmontieren
object_dismantleutility												Abrei;en
object_sellobject													Verkaufen

material_none														Keines
material_building													Bauen
material_demolish													Planieren
material_demolishwalls												Abrei;en
material_removetunnels												Tunnel verf_llen
material_dirt														Dreck
material_sand														Sand
material_pavingstone												Gehwegplatte
material_grass														Gras
material_gravel														Kies
material_road														Asphalt
material_roadmarkings												Stra;enmakierung
material_roadmarkingsleft											Stra;enmakierung (Links)
material_roadmarkingsright											Stra;enmakierung (Rechts)
material_stone														Steinplatten
material_fence														Zaun
material_concretetiles												Betonplatten
material_concretefloor												Betonboden
material_woodenfloor												Holzboden
material_ceramicfloor												Keramikboden
material_mosaicfloor												Mosaikboden
material_metalfloor													Metallboden
material_marbletiles												Marmorfliesen
material_whitetiles													Wei;e Fliesen
material_fancytiles													Schrille Fliesen
material_concretewall												Betonmauer
material_brickwall													Ziegelsteinmauer
material_perimeterwall												Sicherheitswall
material_burntfloor													Verbrannter Boden
material_burntwall													Verbrannte Wand
material_buildingframe												Bauger_st
material_roof														Dach

room_none															Keine
room_cell															Zelle
room_holdingcell													@bergangszelle
room_solitary														Isolationszelle
room_canteen														Kantine
room_kitchen														K_che
room_shower															Duschraum
room_yard															Hof
room_storage														Lager
room_deliveries														Lieferungen
room_garbage														Abfall
